"","gdenr","gemeinde_f","value","pct_gde","top_names_table"
"1075",3313,"Kaltbrunn",138,2.71,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Steiner $/td£ $td£ 138 $/td£  $td£ 2.71% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Zahner $/td£ $td£ 117 $/td£  $td£ 2.3% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Jud $/td£ $td£ 110 $/td£  $td£ 2.16% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Rüegg $/td£ $td£ 77 $/td£  $td£ 1.51% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Brunner $/td£ $td£ 76 $/td£  $td£ 1.5% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Fäh $/td£ $td£ 76 $/td£  $td£ 1.5% $/td£ $/tr£¢ $/table£"
"1076",3315,"Schänis",212,5.1,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Jud $/td£ $td£ 212 $/td£  $td£ 5.1% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Steiner $/td£ $td£ 100 $/td£  $td£ 2.41% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Zweifel $/td£ $td£ 74 $/td£  $td£ 1.78% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Seliner $/td£ $td£ 65 $/td£  $td£ 1.56% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Tremp $/td£ $td£ 49 $/td£  $td£ 1.18% $/td£ $/tr£¢ $/table£"
"1077",3316,"Weesen",49,2.62,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Hämmerli $/td£ $td£ 49 $/td£  $td£ 2.62% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Gmür $/td£ $td£ 39 $/td£  $td£ 2.09% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bühler $/td£ $td£ 25 $/td£  $td£ 1.34% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Müller $/td£ $td£ 23 $/td£  $td£ 1.23% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Zimmermann $/td£ $td£ 22 $/td£  $td£ 1.18% $/td£ $/tr£¢ $/table£"
"1078",3338,"Schmerikon",125,3,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Müller $/td£ $td£ 125 $/td£  $td£ 3% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Wespe $/td£ $td£ 62 $/td£  $td£ 1.49% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Kuster $/td£ $td£ 57 $/td£  $td£ 1.37% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Helbling $/td£ $td£ 28 $/td£  $td£ 0.67% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Rüegg $/td£ $td£ 28 $/td£  $td£ 0.67% $/td£ $/tr£¢ $/table£"
"1079",3339,"Uznach",81,1.16,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Müller $/td£ $td£ 81 $/td£  $td£ 1.16% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Jud $/td£ $td£ 80 $/td£  $td£ 1.14% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Rüegg $/td£ $td£ 51 $/td£  $td£ 0.73% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Oberholzer $/td£ $td£ 50 $/td£  $td£ 0.71% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Berisha $/td£ $td£ 44 $/td£  $td£ 0.63% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Kuster $/td£ $td£ 44 $/td£  $td£ 0.63% $/td£ $/tr£¢ $/table£"
"1080",3340,"Rapperswil-Jona",253,0.88,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Müller $/td£ $td£ 253 $/td£  $td£ 0.88% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Rüegg $/td£ $td£ 203 $/td£  $td£ 0.71% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Helbling $/td£ $td£ 185 $/td£  $td£ 0.65% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schmid $/td£ $td£ 152 $/td£  $td£ 0.53% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Meier $/td£ $td£ 139 $/td£  $td£ 0.49% $/td£ $/tr£¢ $/table£"
"1081",3341,"Gommiswald",143,2.53,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Steiner $/td£ $td£ 143 $/td£  $td£ 2.53% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Rüegg $/td£ $td£ 96 $/td£  $td£ 1.7% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bernet $/td£ $td£ 90 $/td£  $td£ 1.59% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Müller $/td£ $td£ 84 $/td£  $td£ 1.48% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Jud $/td£ $td£ 65 $/td£  $td£ 1.15% $/td£ $/tr£¢ $/table£"
"1082",3342,"Eschenbach (SG)",291,2.86,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Rüegg $/td£ $td£ 291 $/td£  $td£ 2.86% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Blöchlinger $/td£ $td£ 212 $/td£  $td£ 2.09% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Oberholzer $/td£ $td£ 190 $/td£  $td£ 1.87% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Kuster $/td£ $td£ 150 $/td£  $td£ 1.48% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Müller $/td£ $td£ 116 $/td£  $td£ 1.14% $/td£ $/tr£¢ $/table£"
"1083",3352,"Ebnat-Kappel",107,2.1,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Bösch $/td£ $td£ 107 $/td£  $td£ 2.1% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Brunner $/td£ $td£ 83 $/td£  $td£ 1.63% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Looser $/td£ $td£ 64 $/td£  $td£ 1.26% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Roth $/td£ $td£ 64 $/td£  $td£ 1.26% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Scherrer $/td£ $td£ 54 $/td£  $td£ 1.06% $/td£ $/tr£¢ $/table£"
"1084",3359,"Wildhaus-Alt St. Johann",83,3.17,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Forrer $/td£ $td£ 83 $/td£  $td£ 3.17% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Huser $/td£ $td£ 76 $/td£  $td£ 2.9% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bollhalder $/td£ $td£ 73 $/td£  $td£ 2.79% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Wenk $/td£ $td£ 68 $/td£  $td£ 2.6% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Ammann $/td£ $td£ 65 $/td£  $td£ 2.48% $/td£ $/tr£¢ $/table£"
"1085",3360,"Nesslau",128,3.34,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Scherrer $/td£ $td£ 128 $/td£  $td£ 3.34% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Rutz $/td£ $td£ 82 $/td£  $td£ 2.14% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Egli $/td£ $td£ 79 $/td£  $td£ 2.06% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Lusti $/td£ $td£ 72 $/td£  $td£ 1.88% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Roth $/td£ $td£ 67 $/td£  $td£ 1.75% $/td£ $/tr£¢ $/table£"
"1086",3374,"Lichtensteig",33,1.59,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Brunner $/td£ $td£ 33 $/td£  $td£ 1.59% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Bühler $/td£ $td£ 22 $/td£  $td£ 1.06% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schönenberger $/td£ $td£ 18 $/td£  $td£ 0.87% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Keller $/td£ $td£ 17 $/td£  $td£ 0.82% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Bleiker $/td£ $td£ 15 $/td£  $td£ 0.72% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Huber $/td£ $td£ 15 $/td£  $td£ 0.72% $/td£ $/tr£¢ $/table£"
"1087",3379,"Wattwil",116,1.27,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Bösch $/td£ $td£ 116 $/td£  $td£ 1.27% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Rüegg $/td£ $td£ 76 $/td£  $td£ 0.83% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schmid $/td£ $td£ 75 $/td£  $td£ 0.82% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Bleiker $/td£ $td£ 74 $/td£  $td£ 0.81% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Müller $/td£ $td£ 71 $/td£  $td£ 0.78% $/td£ $/tr£¢ $/table£"
"1088",3392,"Kirchberg (SG)",127,1.3,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Schönenberger $/td£ $td£ 127 $/td£  $td£ 1.3% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Scherrer $/td£ $td£ 120 $/td£  $td£ 1.23% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Egli $/td£ $td£ 97 $/td£  $td£ 0.99% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Keller $/td£ $td£ 88 $/td£  $td£ 0.9% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Holenstein $/td£ $td£ 77 $/td£  $td£ 0.79% $/td£ $/tr£¢ $/table£"
"1089",3393,"Lütisburg",37,2.25,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Rüegg $/td£ $td£ 37 $/td£  $td£ 2.25% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Scherrer $/td£ $td£ 27 $/td£  $td£ 1.64% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Näf $/td£ $td£ 25 $/td£  $td£ 1.52% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Elmazi $/td£ $td£ 21 $/td£  $td£ 1.28% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Grob $/td£ $td£ 20 $/td£  $td£ 1.22% $/td£ $/tr£¢ $/table£"
"1090",3394,"Mosnang",134,4.51,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Brändle $/td£ $td£ 134 $/td£  $td£ 4.51% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Hollenstein $/td£ $td£ 121 $/td£  $td£ 4.08% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bürge $/td£ $td£ 92 $/td£  $td£ 3.1% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Widmer $/td£ $td£ 77 $/td£  $td£ 2.59% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Länzlinger $/td£ $td£ 73 $/td£  $td£ 2.46% $/td£ $/tr£¢ $/table£"
"1091",3395,"Bütschwil-Ganterschwil",116,2.23,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Schönenberger $/td£ $td£ 116 $/td£  $td£ 2.23% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Scherrer $/td£ $td£ 106 $/td£  $td£ 2.04% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Stillhart $/td£ $td£ 75 $/td£  $td£ 1.44% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Brunner $/td£ $td£ 65 $/td£  $td£ 1.25% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Brändle $/td£ $td£ 64 $/td£  $td£ 1.23% $/td£ $/tr£¢ $/table£"
"1092",3396,"Neckertal",169,2.63,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Brunner $/td£ $td£ 169 $/td£  $td£ 2.63% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Näf $/td£ $td£ 122 $/td£  $td£ 1.9% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Raschle $/td£ $td£ 87 $/td£  $td£ 1.35% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Frei $/td£ $td£ 80 $/td£  $td£ 1.24% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Nef $/td£ $td£ 70 $/td£  $td£ 1.09% $/td£ $/tr£¢ $/table£"
"1093",3401,"Degersheim",37,0.9,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Rutz $/td£ $td£ 37 $/td£  $td£ 0.9% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schneider $/td£ $td£ 33 $/td£  $td£ 0.8% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Meier $/td£ $td£ 31 $/td£  $td£ 0.75% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schweizer $/td£ $td£ 30 $/td£  $td£ 0.73% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Egger $/td£ $td£ 28 $/td£  $td£ 0.68% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Scherrer $/td£ $td£ 28 $/td£  $td£ 0.68% $/td£ $/tr£¢ $/table£"
"1094",3402,"Flawil",88,0.83,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Baumann $/td£ $td£ 88 $/td£  $td£ 0.83% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Müller $/td£ $td£ 72 $/td£  $td£ 0.68% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Frei $/td£ $td£ 61 $/td£  $td£ 0.57% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Brunner $/td£ $td£ 58 $/td£  $td£ 0.55% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Keller $/td£ $td£ 56 $/td£  $td£ 0.53% $/td£ $/tr£¢ $/table£"
"1095",3405,"Jonschwil",67,1.67,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Gämperli $/td£ $td£ 67 $/td£  $td£ 1.67% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Keller $/td£ $td£ 39 $/td£  $td£ 0.97% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Hollenstein $/td£ $td£ 30 $/td£  $td£ 0.75% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schönenberger $/td£ $td£ 30 $/td£  $td£ 0.75% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Eisenring $/td£ $td£ 29 $/td£  $td£ 0.72% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Sutter $/td£ $td£ 29 $/td£  $td£ 0.72% $/td£ $/tr£¢ $/table£"
"1096",3407,"Oberuzwil",54,0.81,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Müller $/td£ $td£ 54 $/td£  $td£ 0.81% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Bajrami $/td£ $td£ 40 $/td£  $td£ 0.6% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Scherrer $/td£ $td£ 33 $/td£  $td£ 0.49% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Gashi $/td£ $td£ 32 $/td£  $td£ 0.48% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Keller $/td£ $td£ 31 $/td£  $td£ 0.46% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Weber $/td£ $td£ 31 $/td£  $td£ 0.46% $/td£ $/tr£¢ $/table£"
"1097",3408,"Uzwil",118,0.83,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Müller $/td£ $td£ 118 $/td£  $td£ 0.83% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Keller $/td£ $td£ 79 $/td£  $td£ 0.55% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Wirth $/td£ $td£ 68 $/td£  $td£ 0.48% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Meier $/td£ $td£ 65 $/td£  $td£ 0.46% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Fraefel $/td£ $td£ 52 $/td£  $td£ 0.36% $/td£ $/tr£¢ $/table£"
"1098",3422,"Niederbüren",32,2.14,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Wagner $/td£ $td£ 32 $/td£  $td£ 2.14% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Egger $/td£ $td£ 28 $/td£  $td£ 1.87% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Keller $/td£ $td£ 28 $/td£  $td£ 1.87% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Brühwiler $/td£ $td£ 23 $/td£  $td£ 1.54% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Harder $/td£ $td£ 23 $/td£  $td£ 1.54% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Ziegler $/td£ $td£ 23 $/td£  $td£ 1.54% $/td£ $/tr£¢ $/table£"
"1099",3423,"Niederhelfenschwil",60,1.84,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Jung $/td£ $td£ 60 $/td£  $td£ 1.84% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Keller $/td£ $td£ 46 $/td£  $td£ 1.41% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Zwick $/td£ $td£ 33 $/td£  $td£ 1.01% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Krucker $/td£ $td£ 32 $/td£  $td£ 0.98% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Meier $/td£ $td£ 32 $/td£  $td£ 0.98% $/td£ $/tr£¢ $/table£"
"1100",3424,"Oberbüren",68,1.46,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Keller $/td£ $td£ 68 $/td£  $td£ 1.46% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Frick $/td£ $td£ 57 $/td£  $td£ 1.22% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Fürer $/td£ $td£ 57 $/td£  $td£ 1.22% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Brühwiler $/td£ $td£ 49 $/td£  $td£ 1.05% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Frei $/td£ $td£ 44 $/td£  $td£ 0.94% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Jung $/td£ $td£ 44 $/td£  $td£ 0.94% $/td£ $/tr£¢ $/table£"
"1101",3426,"Zuzwil (SG)",60,1.19,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Keller $/td£ $td£ 60 $/td£  $td£ 1.19% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Brunner $/td£ $td£ 47 $/td£  $td£ 0.94% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Müller $/td£ $td£ 45 $/td£  $td£ 0.9% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Meier $/td£ $td£ 38 $/td£  $td£ 0.76% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Wick $/td£ $td£ 35 $/td£  $td£ 0.7% $/td£ $/tr£¢ $/table£"
"1102",3427,"Wil (SG)",146,0.58,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Müller $/td£ $td£ 146 $/td£  $td£ 0.58% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Keller $/td£ $td£ 135 $/td£  $td£ 0.54% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Ramadani $/td£ $td£ 120 $/td£  $td£ 0.48% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schönenberger $/td£ $td£ 111 $/td£  $td£ 0.44% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Schmid $/td£ $td£ 96 $/td£  $td£ 0.38% $/td£ $/tr£¢ $/table£"
"1103",3441,"Andwil (SG)",49,2.3,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Keller $/td£ $td£ 49 $/td£  $td£ 2.3% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Ledergerber $/td£ $td£ 31 $/td£  $td£ 1.46% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Zeller $/td£ $td£ 28 $/td£  $td£ 1.32% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Süess $/td£ $td£ 27 $/td£  $td£ 1.27% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Wick $/td£ $td£ 23 $/td£  $td£ 1.08% $/td£ $/tr£¢ $/table£"
"1104",3442,"Gaiserwald",65,0.76,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Schmid $/td£ $td£ 65 $/td£  $td£ 0.76% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Keller $/td£ $td£ 59 $/td£  $td£ 0.69% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Frei $/td£ $td£ 54 $/td£  $td£ 0.63% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Müller $/td£ $td£ 48 $/td£  $td£ 0.56% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Bischof $/td£ $td£ 44 $/td£  $td£ 0.51% $/td£ $/tr£¢ $/table£"
"1105",3443,"Gossau (SG)",122,0.66,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Keller $/td£ $td£ 122 $/td£  $td£ 0.66% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Müller $/td£ $td£ 119 $/td£  $td£ 0.64% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Huber $/td£ $td£ 98 $/td£  $td£ 0.53% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Koller $/td£ $td£ 94 $/td£  $td£ 0.51% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Künzle $/td£ $td£ 92 $/td£  $td£ 0.5% $/td£ $/tr£¢ $/table£"
