"","gdenr","gemeinde_d","value","pct_gde","top_names_table"
"945",2846,"Gelterkinden",56,0.9,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Schaub $/td£ $td£ 56 $/td£  $td£ 0.9% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Müller $/td£ $td£ 51 $/td£  $td£ 0.82% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Thommen $/td£ $td£ 47 $/td£  $td£ 0.76% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Bürgin $/td£ $td£ 43 $/td£  $td£ 0.69% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Handschin $/td£ $td£ 39 $/td£  $td£ 0.63% $/td£ $/tr£¢ $/table£"
"946",2847,"Häfelfingen",12,4.63,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Buser $/td£ $td£ 12 $/td£  $td£ 4.63% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Ehrsam $/td£ $td£ 9 $/td£  $td£ 3.47% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bürgin $/td£ $td£ 7 $/td£  $td£ 2.7% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Strub $/td£ $td£ 7 $/td£  $td£ 2.7% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Wüthrich $/td£ $td£ 7 $/td£  $td£ 2.7% $/td£ $/tr£¢ $/table£"
"947",2848,"Hemmiken",22,8.33,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Thommen $/td£ $td£ 22 $/td£  $td£ 8.33% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Mangold $/td£ $td£ 14 $/td£  $td£ 5.3% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Sutter $/td£ $td£ 12 $/td£  $td£ 4.55% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Buser $/td£ $td£ 9 $/td£  $td£ 3.41% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Meier $/td£ $td£ 9 $/td£  $td£ 3.41% $/td£ $/tr£¢ $/table£"
"948",2849,"Itingen",22,0.95,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Frey $/td£ $td£ 22 $/td£  $td£ 0.95% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Christen $/td£ $td£ 21 $/td£  $td£ 0.9% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Meier $/td£ $td£ 20 $/td£  $td£ 0.86% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Müller $/td£ $td£ 16 $/td£  $td£ 0.69% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Buess $/td£ $td£ 15 $/td£  $td£ 0.65% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Schweizer $/td£ $td£ 15 $/td£  $td£ 0.65% $/td£ $/tr£¢ $/table£"
"949",2850,"Känerkinden",16,3.04,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Bürgin $/td£ $td£ 16 $/td£  $td£ 3.04% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Eglin $/td£ $td£ 14 $/td£  $td£ 2.66% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schaub $/td£ $td£ 11 $/td£  $td£ 2.09% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Hersberger $/td£ $td£ 9 $/td£  $td£ 1.71% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Ramseier $/td£ $td£ 8 $/td£  $td£ 1.52% $/td£ $/tr£¢ $/table£"
"950",2851,"Kilchberg BL",12,7.02,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Meier $/td£ $td£ 12 $/td£  $td£ 7.02% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Thommen $/td£ $td£ 9 $/td£  $td£ 5.26% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bürgin $/td£ $td£ 6 $/td£  $td£ 3.51% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Grieder $/td£ $td£ 6 $/td£  $td£ 3.51% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Krieg $/td£ $td£ 6 $/td£  $td£ 3.51% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Mathä $/td£ $td£ 6 $/td£  $td£ 3.51% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Ruflin $/td£ $td£ 6 $/td£  $td£ 3.51% $/td£ $/tr£
¢ $/table£"
"951",2852,"Läufelfingen",46,3.36,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Gysin $/td£ $td£ 46 $/td£  $td£ 3.36% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schaub $/td£ $td£ 38 $/td£  $td£ 2.78% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Strub $/td£ $td£ 34 $/td£  $td£ 2.49% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schmutz $/td£ $td£ 21 $/td£  $td£ 1.54% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Christen $/td£ $td£ 18 $/td£  $td£ 1.32% $/td£ $/tr£¢ $/table£"
"952",2853,"Maisprach",64,6.83,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Graf $/td£ $td£ 64 $/td£  $td£ 6.83% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Imhof $/td£ $td£ 32 $/td£  $td£ 3.42% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Strübin $/td£ $td£ 16 $/td£  $td£ 1.71% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Meier $/td£ $td£ 13 $/td£  $td£ 1.39% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schaub $/td£ $td£ 13 $/td£  $td£ 1.39% $/td£ $/tr£¢ $/table£"
"953",2854,"Nusshof",12,4.35,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Müller $/td£ $td£ 12 $/td£  $td£ 4.35% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Andrist $/td£ $td£ 8 $/td£  $td£ 2.9% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Waibel $/td£ $td£ 8 $/td£  $td£ 2.9% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schneider $/td£ $td£ 7 $/td£  $td£ 2.54% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Turtschi $/td£ $td£ 6 $/td£  $td£ 2.17% $/td£ $/tr£¢ $/table£"
"954",2855,"Oltingen",50,9.56,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Gysin $/td£ $td£ 50 $/td£  $td£ 9.56% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Gass $/td£ $td£ 19 $/td£  $td£ 3.63% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Lüthy $/td£ $td£ 18 $/td£  $td£ 3.44% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Rickenbacher $/td£ $td£ 17 $/td£  $td£ 3.25% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Weitnauer $/td£ $td£ 16 $/td£  $td£ 3.06% $/td£ $/tr£¢ $/table£"
"955",2856,"Ormalingen",45,1.93,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Schaub $/td£ $td£ 45 $/td£  $td£ 1.93% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Mangold $/td£ $td£ 38 $/td£  $td£ 1.63% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Völlmin $/td£ $td£ 35 $/td£  $td£ 1.5% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Gysin $/td£ $td£ 32 $/td£  $td£ 1.37% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Buser $/td£ $td£ 28 $/td£  $td£ 1.2% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Schneider $/td£ $td£ 28 $/td£  $td£ 1.2% $/td£ $/tr£¢ $/table£"
"956",2857,"Rickenbach BL",33,5.68,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Gisin $/td£ $td£ 33 $/td£  $td£ 5.68% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schaub $/td£ $td£ 21 $/td£  $td£ 3.61% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Leuenberger $/td£ $td£ 11 $/td£  $td£ 1.89% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Salathe $/td£ $td£ 9 $/td£  $td£ 1.55% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Handschin $/td£ $td£ 8 $/td£  $td£ 1.38% $/td£ $/tr£¢ $/table£"
"957",2858,"Rothenfluh",43,5.51,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Erny $/td£ $td£ 43 $/td£  $td£ 5.51% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Buess $/td£ $td£ 17 $/td£  $td£ 2.18% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Bürgin $/td£ $td£ 17 $/td£  $td£ 2.18% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Müller $/td£ $td£ 17 $/td£  $td£ 2.18% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Gass $/td£ $td£ 15 $/td£  $td£ 1.92% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Gerber $/td£ $td£ 15 $/td£  $td£ 1.92% $/td£ $/tr£¢ $/table£"
"958",2859,"Rümlingen",12,2.73,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Wüthrich $/td£ $td£ 12 $/td£  $td£ 2.73% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Bürgin $/td£ $td£ 9 $/td£  $td£ 2.05% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Ponjevic $/td£ $td£ 9 $/td£  $td£ 2.05% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schweingruber $/td£ $td£ 9 $/td£  $td£ 2.05% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Wullschleger $/td£ $td£ 9 $/td£  $td£ 2.05% $/td£ $/tr£¢ $/table£"
"959",2860,"Rünenberg",45,5.79,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Grieder $/td£ $td£ 45 $/td£  $td£ 5.79% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Bitterlin $/td£ $td£ 24 $/td£  $td£ 3.09% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bürgin $/td£ $td£ 23 $/td£  $td£ 2.96% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Buser $/td£ $td£ 17 $/td£  $td£ 2.19% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schaub $/td£ $td£ 17 $/td£  $td£ 2.19% $/td£ $/tr£¢ $/table£"
"960",2861,"Sissach",74,1.09,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Buser $/td£ $td£ 74 $/td£  $td£ 1.09% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Meier $/td£ $td£ 63 $/td£  $td£ 0.92% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schaub $/td£ $td£ 57 $/td£  $td£ 0.84% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Müller $/td£ $td£ 53 $/td£  $td£ 0.78% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Sutter $/td£ $td£ 53 $/td£  $td£ 0.78% $/td£ $/tr£¢ $/table£"
"961",2862,"Tecknau",20,2.44,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Grieder $/td£ $td£ 20 $/td£  $td£ 2.44% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Jakupi $/td£ $td£ 18 $/td£  $td£ 2.2% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Ahmeti $/td£ $td£ 17 $/td£  $td£ 2.08% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Kaufmann $/td£ $td£ 15 $/td£  $td£ 1.83% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Buess $/td£ $td£ 13 $/td£  $td£ 1.59% $/td£ $/tr£¢ $/table£"
"962",2863,"Tenniken",17,1.87,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Wiesner $/td£ $td£ 17 $/td£  $td£ 1.87% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Corpataux $/td£ $td£ 13 $/td£  $td£ 1.43% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Oberer $/td£ $td£ 11 $/td£  $td£ 1.21% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Sutter $/td£ $td£ 11 $/td£  $td£ 1.21% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Buser $/td£ $td£ 10 $/td£  $td£ 1.1% $/td£ $/tr£¢ $/table£"
"963",2864,"Thürnen",26,1.82,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Buser $/td£ $td£ 26 $/td£  $td£ 1.82% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Müller $/td£ $td£ 19 $/td£  $td£ 1.33% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Wüthrich $/td£ $td£ 18 $/td£  $td£ 1.26% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Weber $/td£ $td£ 17 $/td£  $td£ 1.19% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Hasler $/td£ $td£ 14 $/td£  $td£ 0.98% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Meier $/td£ $td£ 14 $/td£  $td£ 0.98% $/td£ $/tr£¢ $/table£"
"964",2865,"Wenslingen",68,9.83,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Buess $/td£ $td£ 68 $/td£  $td£ 9.83% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Börlin $/td£ $td£ 22 $/td£  $td£ 3.18% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Erny $/td£ $td£ 17 $/td£  $td£ 2.46% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Roth $/td£ $td£ 16 $/td£  $td£ 2.31% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Grieder $/td£ $td£ 13 $/td£  $td£ 1.88% $/td£ $/tr£¢ $/table£"
"965",2866,"Wintersingen",25,4.07,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Roth $/td£ $td£ 25 $/td£  $td£ 4.07% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schaffner $/td£ $td£ 24 $/td£  $td£ 3.91% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Sprenger $/td£ $td£ 15 $/td£  $td£ 2.44% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Brodbeck $/td£ $td£ 14 $/td£  $td£ 2.28% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Müller $/td£ $td£ 11 $/td£  $td£ 1.79% $/td£ $/tr£¢ $/table£"
"966",2867,"Wittinsburg",41,9.58,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Zumbrunn $/td£ $td£ 41 $/td£  $td£ 9.58% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Bürgin $/td£ $td£ 18 $/td£  $td£ 4.21% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Buser $/td£ $td£ 11 $/td£  $td£ 2.57% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Gysin $/td£ $td£ 11 $/td£  $td£ 2.57% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Mangold $/td£ $td£ 11 $/td£  $td£ 2.57% $/td£ $/tr£¢ $/table£"
"967",2868,"Zeglingen",49,9.76,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Rickenbacher $/td£ $td£ 49 $/td£  $td£ 9.76% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Gysin $/td£ $td£ 16 $/td£  $td£ 3.19% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Breitenstein $/td£ $td£ 15 $/td£  $td£ 2.99% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Meier $/td£ $td£ 15 $/td£  $td£ 2.99% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Lang $/td£ $td£ 14 $/td£  $td£ 2.79% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Thommen $/td£ $td£ 14 $/td£  $td£ 2.79% $/td£ $/tr£¢ $/table£"
"968",2869,"Zunzgen",33,1.21,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Buser $/td£ $td£ 33 $/td£  $td£ 1.21% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Müller $/td£ $td£ 28 $/td£  $td£ 1.03% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schaub $/td£ $td£ 27 $/td£  $td£ 0.99% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Osmani $/td£ $td£ 24 $/td£  $td£ 0.88% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Bossert $/td£ $td£ 22 $/td£  $td£ 0.81% $/td£ $/tr£¢ $/table£"
"969",2881,"Arboldswil",31,5.25,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Rudin $/td£ $td£ 31 $/td£  $td£ 5.25% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Weber $/td£ $td£ 16 $/td£  $td£ 2.71% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schweizer $/td£ $td£ 12 $/td£  $td£ 2.03% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Oehler $/td£ $td£ 11 $/td£  $td£ 1.86% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Räuftlin $/td£ $td£ 9 $/td£  $td£ 1.52% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Schaub $/td£ $td£ 9 $/td£  $td£ 1.52% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Stohler $/td£ $td£ 9 $/td£  $td£ 1.52% $/td£ $/tr£
¢ $/table£"
"970",2882,"Bennwil",40,6.07,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Heinimann $/td£ $td£ 40 $/td£  $td£ 6.07% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Thommen $/td£ $td£ 27 $/td£  $td£ 4.1% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Baumgartner $/td£ $td£ 19 $/td£  $td£ 2.88% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Brunner $/td£ $td£ 17 $/td£  $td£ 2.58% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Müller $/td£ $td£ 9 $/td£  $td£ 1.37% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Senn $/td£ $td£ 9 $/td£  $td£ 1.37% $/td£ $/tr£¢ $/table£"
"971",2883,"Bretzwil",20,2.67,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Amport $/td£ $td£ 20 $/td£  $td£ 2.67% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Sutter $/td£ $td£ 15 $/td£  $td£ 2% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Plattner $/td£ $td£ 14 $/td£  $td£ 1.87% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Sahin $/td£ $td£ 13 $/td£  $td£ 1.74% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Gerber $/td£ $td£ 12 $/td£  $td£ 1.6% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Schweizer $/td£ $td£ 12 $/td£  $td£ 1.6% $/td£ $/tr£¢ $/table£"
"972",2884,"Diegten",21,1.28,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Häfelfinger $/td£ $td£ 21 $/td£  $td£ 1.28% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schneider $/td£ $td£ 20 $/td£  $td£ 1.22% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Sutter $/td£ $td£ 20 $/td£  $td£ 1.22% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Eschbach $/td£ $td£ 19 $/td£  $td£ 1.16% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Jenni $/td£ $td£ 17 $/td£  $td£ 1.04% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Schaub $/td£ $td£ 17 $/td£  $td£ 1.04% $/td£ $/tr£¢ $/table£"
"973",2885,"Eptingen",20,3.55,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Degen $/td£ $td£ 20 $/td£  $td£ 3.55% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schmutz $/td£ $td£ 18 $/td£  $td£ 3.2% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Koch $/td£ $td£ 17 $/td£  $td£ 3.02% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schneider $/td£ $td£ 13 $/td£  $td£ 2.31% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Ritter $/td£ $td£ 11 $/td£  $td£ 1.95% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Schweizer $/td£ $td£ 11 $/td£  $td£ 1.95% $/td£ $/tr£¢ $/table£"
"974",2886,"Hölstein",37,1.42,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Thommen $/td£ $td£ 37 $/td£  $td£ 1.42% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Degen $/td£ $td£ 27 $/td£  $td£ 1.03% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Hyseni $/td£ $td£ 22 $/td£  $td£ 0.84% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Gysin $/td£ $td£ 19 $/td£  $td£ 0.73% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schäublin $/td£ $td£ 19 $/td£  $td£ 0.73% $/td£ $/tr£¢ $/table£"
